order_id,order_date,product,category,region,segment,gender,age_group,channel,quantity,unit_price,discount,revenue,cost,profit
ORD-10304,2022-10-07,Headphones Elite,Electronics,Central,Enterprise,Female,35-44,Direct Sales,6,283.09,0.15,1443.76,935.5,508.26
ORD-11115,2022-10-08,Office Chair,Furniture,West,Enterprise,Female,18-24,Online,17,351.81,0.15,5083.65,3132.6,1951.05
ORD-10493,2022-10-10,Office Chair,Furniture,South,SMB,Non-binary,55+,Retail,10,322.13,0.2,2577.04,1745.66,831.38
ORD-10783,2022-10-10,Standing Desk,Furniture,East,Startup,Female,35-44,Retail,18,664.95,0.0,11969.1,7690.37,4278.73
ORD-11739,2022-10-10,Ergonomic Pillow,Furniture,South,Startup,Male,55+,Partner,14,53.31,0.05,709.02,344.04,364.98
ORD-10731,2022-10-11,Pen Collection,Stationery,West,Individual,Non-binary,55+,Retail,17,14.55,0.15,210.25,129.68,80.57
ORD-11015,2022-10-11,Monitor 27in,Electronics,Central,SMB,Female,45-54,Online,17,382.57,0.1,5853.32,3371.24,2482.08
ORD-10232,2022-10-12,Standing Desk,Furniture,Central,SMB,Non-binary,45-54,Retail,9,420.45,0.15,3216.44,1564.75,1651.69
ORD-10921,2022-10-13,Monitor 27in,Electronics,South,Enterprise,Male,35-44,Direct Sales,10,388.12,0.2,3104.96,2151.6,953.36
ORD-10612,2022-10-13,Headphones Elite,Electronics,West,Startup,Male,45-54,Partner,19,249.48,0.05,4503.11,2260.32,2242.79
ORD-10268,2022-10-14,Office Chair,Furniture,West,Individual,Male,18-24,Online,4,297.39,0.15,1011.13,543.87,467.26
ORD-10570,2022-10-14,Pen Collection,Stationery,West,Enterprise,Non-binary,45-54,Retail,2,7.9,0.2,12.64,6.44,6.2
ORD-10292,2022-10-14,Ergonomic Pillow,Furniture,Central,SMB,Male,45-54,Online,4,40.6,0.05,154.28,74.47,79.81
ORD-11197,2022-10-14,Headphones Elite,Electronics,North,Individual,Male,45-54,Direct Sales,15,291.76,0.0,4376.4,2864.94,1511.46
ORD-11133,2022-10-14,Notebook Set,Stationery,North,Enterprise,Non-binary,25-34,Partner,15,18.8,0.1,253.8,149.98,103.82
ORD-11347,2022-10-14,Ergonomic Pillow,Furniture,North,SMB,Female,18-24,Online,5,45.11,0.05,214.27,146.78,67.49
ORD-10658,2022-10-15,Notebook Set,Stationery,North,Individual,Female,18-24,Partner,8,11.68,0.2,74.75,51.07,23.68
ORD-10020,2022-10-15,Wireless Mouse,Electronics,South,SMB,Male,55+,Partner,14,31.42,0.15,373.9,191.61,182.29
ORD-11860,2022-10-17,Wireless Mouse,Electronics,South,SMB,Non-binary,18-24,Online,12,28.73,0.0,344.76,172.73,172.03
ORD-11345,2022-10-18,Wireless Mouse,Electronics,North,Startup,Non-binary,45-54,Direct Sales,11,54.11,0.15,505.93,297.25,208.68
ORD-10912,2022-10-18,Laptop Pro,Electronics,North,Startup,Male,55+,Partner,1,1747.3,0.0,1747.3,885.3,862.0
ORD-10678,2022-10-18,Office Chair,Furniture,North,Startup,Non-binary,55+,Partner,9,179.21,0.0,1612.89,1120.36,492.53
ORD-10947,2022-10-18,Headphones Elite,Electronics,East,Startup,Non-binary,25-34,Online,3,168.48,0.0,505.44,265.15,240.29
ORD-11418,2022-10-18,Wireless Mouse,Electronics,Central,Startup,Female,25-34,Direct Sales,14,34.75,0.05,462.17,234.45,227.72
ORD-11176,2022-10-18,Planner 2024,Stationery,North,SMB,Female,45-54,Direct Sales,8,30.91,0.05,234.92,121.25,113.67
ORD-11996,2022-10-19,Ergonomic Pillow,Furniture,West,Enterprise,Non-binary,45-54,Partner,6,46.0,0.1,248.4,131.42,116.98
ORD-11919,2022-10-20,Planner 2024,Stationery,Central,Enterprise,Female,35-44,Partner,20,23.24,0.2,371.84,259.22,112.62
ORD-11551,2022-10-20,Headphones Elite,Electronics,Central,Enterprise,Female,45-54,Partner,20,152.71,0.2,2443.36,1607.36,836.0
ORD-11339,2022-10-21,Notebook Set,Stationery,North,Individual,Female,25-34,Direct Sales,12,22.72,0.0,272.64,154.98,117.66
ORD-10340,2022-10-21,Office Chair,Furniture,South,SMB,Female,45-54,Partner,11,365.6,0.05,3820.52,2463.22,1357.3
ORD-11957,2022-10-21,Ergonomic Pillow,Furniture,South,Enterprise,Non-binary,18-24,Retail,3,62.06,0.2,148.94,84.25,64.69
ORD-11238,2022-10-22,Standing Desk,Furniture,Central,Enterprise,Male,45-54,Retail,16,628.98,0.05,9560.5,5237.33,4323.17
ORD-10146,2022-10-22,Wireless Mouse,Electronics,West,Enterprise,Non-binary,55+,Retail,10,40.02,0.2,320.16,172.31,147.85
ORD-10175,2022-10-23,Wireless Mouse,Electronics,West,Startup,Female,55+,Direct Sales,7,46.09,0.15,274.24,157.69,116.55
ORD-10086,2022-10-23,Wireless Mouse,Electronics,West,Enterprise,Non-binary,45-54,Online,14,55.48,0.05,737.88,345.85,392.03
ORD-11989,2022-10-23,Office Chair,Furniture,South,Startup,Male,45-54,Direct Sales,6,222.4,0.1,1200.96,790.35,410.61
ORD-10439,2022-10-24,Monitor 27in,Electronics,North,Individual,Non-binary,35-44,Partner,6,442.17,0.1,2387.72,1326.27,1061.45
ORD-10105,2022-10-24,Standing Desk,Furniture,East,SMB,Non-binary,18-24,Direct Sales,5,516.09,0.05,2451.43,1170.51,1280.92
ORD-11257,2022-10-25,Standing Desk,Furniture,South,SMB,Male,45-54,Retail,1,418.72,0.0,418.72,278.19,140.53
ORD-11828,2022-10-25,Monitor 27in,Electronics,South,Startup,Female,35-44,Retail,7,543.9,0.05,3616.93,2515.71,1101.22
ORD-11391,2022-10-27,Wireless Mouse,Electronics,South,Individual,Non-binary,55+,Online,5,55.02,0.05,261.35,173.88,87.47
ORD-11855,2022-10-27,Notebook Set,Stationery,West,Startup,Male,55+,Retail,8,10.72,0.1,77.18,44.39,32.79
ORD-11340,2022-10-27,Standing Desk,Furniture,North,Startup,Female,55+,Partner,9,682.67,0.15,5222.43,3636.49,1585.94
ORD-10406,2022-10-28,Laptop Pro,Electronics,South,SMB,Male,55+,Online,2,1299.8,0.05,2469.62,1430.31,1039.31
ORD-11005,2022-10-30,Planner 2024,Stationery,West,Enterprise,Female,55+,Online,14,32.13,0.05,427.33,230.46,196.87
ORD-10605,2022-10-30,Standing Desk,Furniture,Central,Enterprise,Non-binary,35-44,Direct Sales,12,479.37,0.05,5464.82,3188.23,2276.59
ORD-11178,2022-10-31,Monitor 27in,Electronics,East,Startup,Non-binary,18-24,Retail,17,336.53,0.05,5434.96,3641.65,1793.31
ORD-11833,2022-11-01,Pen Collection,Stationery,South,Startup,Male,55+,Direct Sales,1,18.33,0.0,18.33,9.26,9.07
ORD-10083,2022-11-01,Ergonomic Pillow,Furniture,East,Enterprise,Female,35-44,Partner,15,66.93,0.1,903.56,481.7,421.86
ORD-11497,2022-11-02,Planner 2024,Stationery,Central,SMB,Non-binary,45-54,Online,1,21.55,0.2,17.24,9.57,7.67
ORD-10208,2022-11-02,Headphones Elite,Electronics,Central,Startup,Non-binary,45-54,Partner,10,194.12,0.2,1552.96,882.67,670.29
ORD-10072,2022-11-02,Standing Desk,Furniture,East,SMB,Female,18-24,Retail,9,630.65,0.0,5675.85,2638.76,3037.09
ORD-10572,2022-11-02,Laptop Pro,Electronics,West,Enterprise,Male,55+,Partner,19,1339.79,0.0,25456.01,11689.89,13766.12
ORD-10924,2022-11-03,Office Chair,Furniture,North,SMB,Male,18-24,Partner,6,267.44,0.05,1524.41,971.09,553.32
ORD-10915,2022-11-04,Headphones Elite,Electronics,Central,Startup,Non-binary,25-34,Partner,10,256.19,0.1,2305.71,1238.39,1067.32
ORD-10280,2022-11-04,Laptop Pro,Electronics,South,Enterprise,Female,35-44,Partner,6,1758.7,0.0,10552.2,6206.97,4345.23
ORD-11183,2022-11-04,Wireless Mouse,Electronics,East,SMB,Female,25-34,Retail,9,46.3,0.0,416.7,255.23,161.47
ORD-11210,2022-11-05,Headphones Elite,Electronics,North,Enterprise,Male,35-44,Partner,9,313.89,0.2,2260.01,1398.12,861.89
ORD-11891,2022-11-06,Wireless Mouse,Electronics,South,SMB,Male,35-44,Retail,19,35.0,0.0,665.0,352.88,312.12
ORD-11988,2022-11-06,Notebook Set,Stationery,Central,Individual,Male,55+,Partner,13,24.74,0.2,257.3,141.96,115.34
ORD-10716,2022-11-06,Headphones Elite,Electronics,South,Individual,Male,45-54,Online,19,114.45,0.2,1739.64,1205.86,533.78
ORD-11636,2022-11-07,Planner 2024,Stationery,North,SMB,Female,18-24,Retail,4,19.14,0.0,76.56,51.04,25.52
ORD-11436,2022-11-07,Office Chair,Furniture,South,Individual,Non-binary,25-34,Partner,14,286.76,0.1,3613.18,2520.58,1092.6
ORD-11075,2022-11-08,Monitor 27in,Electronics,South,SMB,Non-binary,55+,Online,1,428.07,0.1,385.26,238.27,146.99
ORD-10495,2022-11-08,Pen Collection,Stationery,West,Individual,Female,45-54,Direct Sales,7,6.6,0.05,43.89,20.04,23.85
ORD-11211,2022-11-09,Pen Collection,Stationery,Central,Individual,Non-binary,25-34,Direct Sales,7,16.59,0.05,110.32,58.15,52.17
ORD-10054,2022-11-09,Wireless Mouse,Electronics,North,Enterprise,Male,25-34,Online,8,29.42,0.0,235.36,139.1,96.26
ORD-10058,2022-11-10,Headphones Elite,Electronics,West,Enterprise,Female,35-44,Partner,14,144.03,0.2,1613.14,1115.27,497.87
ORD-11434,2022-11-11,Monitor 27in,Electronics,West,Individual,Non-binary,18-24,Online,13,349.05,0.15,3857.0,2440.95,1416.05
ORD-11890,2022-11-11,Monitor 27in,Electronics,West,Startup,Male,25-34,Direct Sales,1,375.51,0.15,319.18,171.5,147.68
ORD-10615,2022-11-12,Notebook Set,Stationery,West,Individual,Male,18-24,Online,9,14.5,0.15,110.92,53.36,57.56
ORD-10101,2022-11-13,Office Chair,Furniture,West,Individual,Female,55+,Partner,14,313.73,0.15,3733.39,2254.64,1478.75
ORD-10114,2022-11-13,Laptop Pro,Electronics,East,Startup,Female,18-24,Retail,16,1334.55,0.0,21352.8,11477.74,9875.06
ORD-10821,2022-11-13,Wireless Mouse,Electronics,East,SMB,Non-binary,45-54,Retail,7,25.15,0.2,140.84,89.09,51.75
ORD-10033,2022-11-13,Standing Desk,Furniture,South,Enterprise,Female,55+,Partner,8,645.84,0.05,4908.38,3290.35,1618.03
ORD-11194,2022-11-13,Notebook Set,Stationery,East,Individual,Male,35-44,Retail,11,12.35,0.15,115.47,74.65,40.82
ORD-10136,2022-11-14,Standing Desk,Furniture,East,Individual,Male,25-34,Retail,3,418.32,0.0,1254.96,724.01,530.95
ORD-11529,2022-11-14,Standing Desk,Furniture,Central,Enterprise,Female,35-44,Retail,3,356.6,0.15,909.33,549.93,359.4
ORD-10519,2022-11-15,Monitor 27in,Electronics,West,Enterprise,Non-binary,25-34,Partner,15,517.62,0.2,6211.44,4186.4,2025.04
ORD-10885,2022-11-15,Headphones Elite,Electronics,South,Enterprise,Male,18-24,Retail,12,225.0,0.05,2565.0,1187.62,1377.38
ORD-10274,2022-11-15,Office Chair,Furniture,East,Enterprise,Female,18-24,Retail,18,231.69,0.2,3336.34,2030.41,1305.93
ORD-11163,2022-11-16,Notebook Set,Stationery,East,Individual,Non-binary,45-54,Online,20,18.77,0.2,300.32,161.54,138.78
ORD-11645,2022-11-16,Notebook Set,Stationery,South,SMB,Male,35-44,Online,1,12.11,0.15,10.29,7.02,3.27
ORD-11454,2022-11-17,Notebook Set,Stationery,South,Individual,Non-binary,18-24,Direct Sales,13,12.87,0.0,167.31,77.34,89.97
ORD-11895,2022-11-18,Ergonomic Pillow,Furniture,North,Enterprise,Female,55+,Retail,3,80.95,0.0,242.85,120.02,122.83
ORD-10927,2022-11-18,Notebook Set,Stationery,Central,Startup,Non-binary,25-34,Partner,9,24.6,0.2,177.12,96.42,80.7
ORD-11940,2022-11-18,Monitor 27in,Electronics,South,SMB,Non-binary,45-54,Partner,14,481.72,0.2,5395.26,3294.53,2100.73
ORD-10404,2022-11-19,Standing Desk,Furniture,North,Startup,Male,25-34,Retail,12,540.81,0.0,6489.72,3992.98,2496.74
ORD-10458,2022-11-19,Planner 2024,Stationery,West,SMB,Female,18-24,Retail,16,16.83,0.2,215.42,115.16,100.26
ORD-11545,2022-11-19,Laptop Pro,Electronics,Central,SMB,Female,25-34,Retail,7,1563.94,0.2,8758.06,4264.92,4493.14
ORD-10583,2022-11-20,Planner 2024,Stationery,West,Enterprise,Male,18-24,Retail,1,24.7,0.0,24.7,11.55,13.15
ORD-11223,2022-11-20,Laptop Pro,Electronics,Central,Individual,Non-binary,55+,Retail,4,1208.96,0.05,4594.05,2173.13,2420.92
ORD-11308,2022-11-21,Office Chair,Furniture,South,Individual,Male,55+,Partner,18,288.08,0.15,4407.62,2754.61,1653.01
ORD-11648,2022-11-21,Notebook Set,Stationery,Central,Enterprise,Female,35-44,Direct Sales,1,13.33,0.1,12.0,5.5,6.5
ORD-10263,2022-11-22,Laptop Pro,Electronics,West,SMB,Non-binary,25-34,Direct Sales,9,1256.0,0.1,10173.6,5214.96,4958.64
ORD-11030,2022-11-22,Planner 2024,Stationery,East,Individual,Male,18-24,Online,8,16.93,0.0,135.44,77.86,57.58
ORD-10656,2022-11-23,Ergonomic Pillow,Furniture,West,Individual,Non-binary,18-24,Retail,9,46.82,0.1,379.24,245.53,133.71
ORD-10356,2022-11-23,Monitor 27in,Electronics,West,SMB,Male,25-34,Online,4,374.81,0.2,1199.39,684.45,514.94
ORD-10034,2022-11-23,Laptop Pro,Electronics,South,Startup,Female,25-34,Direct Sales,4,1429.53,0.0,5718.12,3800.54,1917.58
ORD-10299,2022-11-23,Notebook Set,Stationery,North,Individual,Non-binary,35-44,Retail,4,13.72,0.05,52.14,26.94,25.2
ORD-10245,2022-11-24,Pen Collection,Stationery,North,SMB,Non-binary,25-34,Retail,11,13.4,0.15,125.29,63.64,61.65
ORD-11470,2022-11-25,Planner 2024,Stationery,North,Enterprise,Male,25-34,Direct Sales,17,31.3,0.2,425.68,212.22,213.46
ORD-11325,2022-11-27,Pen Collection,Stationery,South,Enterprise,Non-binary,35-44,Direct Sales,3,5.92,0.15,15.1,8.09,7.01
ORD-10704,2022-11-27,Wireless Mouse,Electronics,West,Startup,Female,45-54,Online,10,50.42,0.15,428.57,229.7,198.87
ORD-11466,2022-11-28,Notebook Set,Stationery,South,Startup,Non-binary,35-44,Partner,14,13.06,0.05,173.7,93.86,79.84
ORD-10882,2022-11-28,Office Chair,Furniture,Central,Startup,Male,45-54,Partner,5,238.43,0.15,1013.33,457.47,555.86
ORD-11055,2022-11-29,Notebook Set,Stationery,Central,Individual,Female,55+,Direct Sales,13,17.01,0.05,210.07,101.46,108.61
ORD-11569,2022-11-29,Monitor 27in,Electronics,West,Individual,Non-binary,35-44,Partner,2,464.29,0.15,789.29,529.9,259.39
ORD-11633,2022-11-30,Planner 2024,Stationery,East,Enterprise,Female,18-24,Direct Sales,7,32.44,0.2,181.66,122.55,59.11
ORD-11215,2022-11-30,Headphones Elite,Electronics,Central,Enterprise,Male,25-34,Online,7,130.09,0.15,774.04,491.64,282.4
ORD-11450,2022-11-30,Planner 2024,Stationery,South,Startup,Male,45-54,Direct Sales,16,31.21,0.1,449.42,309.17,140.25
ORD-11009,2022-11-30,Laptop Pro,Electronics,West,SMB,Female,25-34,Direct Sales,10,1492.09,0.0,14920.9,9697.78,5223.12
ORD-11684,2022-12-01,Wireless Mouse,Electronics,South,Enterprise,Non-binary,25-34,Direct Sales,7,50.02,0.0,350.14,177.93,172.21
ORD-10504,2022-12-02,Planner 2024,Stationery,South,Individual,Male,35-44,Direct Sales,4,16.82,0.15,57.19,34.8,22.39
ORD-10055,2022-12-02,Standing Desk,Furniture,West,Startup,Female,25-34,Online,10,343.24,0.0,3432.4,2341.66,1090.74
ORD-10096,2022-12-03,Office Chair,Furniture,South,SMB,Non-binary,35-44,Direct Sales,9,378.51,0.15,2895.6,2003.31,892.29
ORD-10267,2022-12-03,Office Chair,Furniture,South,Enterprise,Non-binary,55+,Online,15,237.8,0.05,3388.65,2056.98,1331.67
ORD-10365,2022-12-03,Pen Collection,Stationery,East,Startup,Non-binary,18-24,Online,16,7.11,0.15,96.7,46.1,50.6
ORD-11706,2022-12-03,Notebook Set,Stationery,West,SMB,Non-binary,45-54,Direct Sales,14,11.14,0.0,155.96,106.03,49.93
ORD-10929,2022-12-04,Wireless Mouse,Electronics,West,Individual,Female,45-54,Partner,2,53.12,0.15,90.3,45.03,45.27
ORD-10974,2022-12-06,Notebook Set,Stationery,West,Enterprise,Non-binary,55+,Direct Sales,7,24.31,0.15,144.64,80.76,63.88
ORD-10831,2022-12-07,Standing Desk,Furniture,East,Individual,Female,55+,Online,3,417.25,0.15,1063.99,511.96,552.03
ORD-10603,2022-12-07,Notebook Set,Stationery,North,SMB,Female,35-44,Partner,20,23.86,0.2,381.76,199.02,182.74
ORD-11071,2022-12-08,Planner 2024,Stationery,West,SMB,Male,45-54,Online,4,23.37,0.2,74.78,46.95,27.83
ORD-11072,2022-12-08,Monitor 27in,Electronics,North,SMB,Male,45-54,Online,3,289.71,0.2,695.3,472.56,222.74
ORD-10319,2022-12-09,Headphones Elite,Electronics,North,SMB,Male,45-54,Retail,7,302.12,0.05,2009.1,925.53,1083.57
ORD-10550,2022-12-10,Planner 2024,Stationery,East,Individual,Female,35-44,Direct Sales,2,28.9,0.2,46.24,29.47,16.77
ORD-10828,2022-12-11,Notebook Set,Stationery,South,Individual,Non-binary,35-44,Online,16,10.02,0.0,160.32,103.16,57.16
ORD-10216,2022-12-11,Pen Collection,Stationery,East,Individual,Non-binary,45-54,Partner,12,7.54,0.2,72.38,41.41,30.97
ORD-11576,2022-12-12,Ergonomic Pillow,Furniture,East,Startup,Female,55+,Online,19,56.15,0.05,1013.51,675.03,338.48
ORD-11838,2022-12-12,Laptop Pro,Electronics,West,Enterprise,Male,18-24,Direct Sales,14,1785.84,0.0,25001.76,11695.33,13306.43
ORD-10420,2022-12-14,Ergonomic Pillow,Furniture,East,SMB,Male,55+,Retail,2,57.99,0.0,115.98,80.48,35.5
ORD-10336,2022-12-15,Pen Collection,Stationery,South,Individual,Non-binary,35-44,Direct Sales,18,7.72,0.0,138.96,78.89,60.07
ORD-10179,2022-12-16,Notebook Set,Stationery,Central,SMB,Non-binary,18-24,Partner,17,19.44,0.2,264.38,170.17,94.21
ORD-10829,2022-12-16,Headphones Elite,Electronics,Central,Individual,Non-binary,35-44,Partner,6,193.66,0.05,1103.86,551.38,552.48
ORD-11907,2022-12-17,Ergonomic Pillow,Furniture,North,Startup,Non-binary,25-34,Partner,19,78.37,0.0,1489.03,692.27,796.76
ORD-11668,2022-12-18,Office Chair,Furniture,North,SMB,Female,18-24,Partner,4,172.26,0.0,689.04,454.94,234.1
ORD-11598,2022-12-18,Pen Collection,Stationery,West,SMB,Female,45-54,Retail,13,19.19,0.05,237.0,158.1,78.9
ORD-10791,2022-12-18,Wireless Mouse,Electronics,West,Enterprise,Female,55+,Online,11,55.09,0.15,515.09,282.15,232.94
ORD-10623,2022-12-19,Pen Collection,Stationery,South,Individual,Non-binary,55+,Direct Sales,10,5.43,0.0,54.3,27.45,26.85
ORD-11785,2022-12-20,Wireless Mouse,Electronics,Central,Individual,Non-binary,25-34,Partner,17,34.66,0.1,530.3,353.48,176.82
ORD-11330,2022-12-20,Headphones Elite,Electronics,South,Individual,Female,18-24,Partner,5,248.23,0.05,1179.09,594.55,584.54
ORD-11978,2022-12-22,Laptop Pro,Electronics,West,Individual,Female,35-44,Online,6,1503.39,0.1,8118.31,5557.97,2560.34
ORD-10816,2022-12-22,Standing Desk,Furniture,North,SMB,Male,25-34,Online,19,519.54,0.05,9377.7,4773.98,4603.72
ORD-11367,2022-12-23,Pen Collection,Stationery,Central,SMB,Female,35-44,Partner,19,11.03,0.15,178.13,123.96,54.17
ORD-11031,2022-12-23,Monitor 27in,Electronics,East,SMB,Non-binary,25-34,Online,13,476.74,0.15,5267.98,3585.36,1682.62
ORD-10771,2022-12-23,Pen Collection,Stationery,North,Enterprise,Male,25-34,Direct Sales,8,18.28,0.05,138.93,74.32,64.61
ORD-11559,2022-12-23,Headphones Elite,Electronics,North,Individual,Female,18-24,Partner,7,177.38,0.05,1179.58,684.15,495.43
ORD-10040,2022-12-23,Notebook Set,Stationery,Central,SMB,Male,45-54,Partner,20,18.54,0.15,315.18,185.01,130.17
ORD-10438,2022-12-24,Headphones Elite,Electronics,North,Startup,Non-binary,55+,Retail,10,188.78,0.2,1510.24,863.67,646.57
ORD-11557,2022-12-25,Notebook Set,Stationery,North,Startup,Non-binary,55+,Retail,7,11.63,0.05,77.34,40.5,36.84
ORD-10207,2022-12-25,Ergonomic Pillow,Furniture,South,Individual,Female,35-44,Online,14,67.79,0.0,949.06,657.77,291.29
ORD-11656,2022-12-25,Ergonomic Pillow,Furniture,East,Individual,Female,25-34,Partner,4,75.2,0.0,300.8,136.67,164.13
ORD-10518,2022-12-26,Laptop Pro,Electronics,North,Startup,Female,45-54,Online,7,1398.31,0.1,8809.35,5995.38,2813.97
ORD-11182,2022-12-26,Pen Collection,Stationery,West,Individual,Non-binary,25-34,Partner,16,18.46,0.0,295.36,182.29,113.07
ORD-11290,2022-12-26,Pen Collection,Stationery,North,Enterprise,Male,35-44,Direct Sales,12,11.93,0.0,143.16,78.43,64.73
ORD-11885,2022-12-27,Pen Collection,Stationery,East,SMB,Male,18-24,Partner,13,15.19,0.1,177.72,106.24,71.48
ORD-11419,2022-12-27,Notebook Set,Stationery,South,Enterprise,Male,18-24,Online,10,18.22,0.15,154.87,104.34,50.53
ORD-10445,2022-12-29,Monitor 27in,Electronics,Central,Startup,Non-binary,45-54,Retail,19,429.28,0.2,6525.06,3645.84,2879.22
ORD-11311,2022-12-29,Planner 2024,Stationery,East,Startup,Male,35-44,Online,5,27.48,0.15,116.79,79.32,37.47
ORD-11318,2022-12-29,Wireless Mouse,Electronics,North,SMB,Male,25-34,Online,12,27.27,0.2,261.79,170.26,91.53
ORD-10801,2022-12-29,Notebook Set,Stationery,South,SMB,Male,55+,Online,10,11.86,0.15,100.81,49.61,51.2
ORD-11761,2022-12-29,Planner 2024,Stationery,East,SMB,Female,35-44,Online,1,32.86,0.05,31.22,15.47,15.75
ORD-10640,2022-12-29,Pen Collection,Stationery,West,Individual,Female,18-24,Online,18,14.89,0.1,241.22,161.9,79.32
ORD-11605,2022-12-30,Office Chair,Furniture,North,Startup,Male,18-24,Direct Sales,15,245.73,0.2,2948.76,2025.78,922.98
ORD-11272,2022-12-30,Office Chair,Furniture,Central,Startup,Non-binary,25-34,Partner,17,187.21,0.15,2705.18,1237.85,1467.33
ORD-10907,2022-12-30,Monitor 27in,Electronics,South,Startup,Male,35-44,Retail,13,456.21,0.05,5634.19,2633.21,3000.98
ORD-10687,2022-12-31,Laptop Pro,Electronics,North,Individual,Male,45-54,Direct Sales,8,1779.03,0.15,12097.4,5713.57,6383.83
ORD-11696,2023-01-02,Planner 2024,Stationery,East,SMB,Female,55+,Direct Sales,2,20.87,0.15,35.48,24.82,10.66
ORD-10848,2023-01-02,Pen Collection,Stationery,South,SMB,Non-binary,25-34,Online,16,15.91,0.1,229.1,159.48,69.62
ORD-11266,2023-01-03,Ergonomic Pillow,Furniture,West,SMB,Non-binary,25-34,Retail,6,41.47,0.15,211.5,133.7,77.8
ORD-11906,2023-01-03,Standing Desk,Furniture,North,Enterprise,Female,18-24,Direct Sales,9,397.71,0.2,2863.51,1932.26,931.25
ORD-10578,2023-01-03,Office Chair,Furniture,North,Individual,Male,18-24,Online,3,326.69,0.2,784.06,526.68,257.38
ORD-10515,2023-01-04,Office Chair,Furniture,Central,Individual,Non-binary,45-54,Partner,20,208.18,0.1,3747.24,2603.64,1143.6
ORD-10969,2023-01-04,Headphones Elite,Electronics,West,Startup,Non-binary,45-54,Retail,10,102.54,0.05,974.13,599.01,375.12
ORD-10201,2023-01-04,Laptop Pro,Electronics,North,Individual,Male,35-44,Partner,5,1659.5,0.15,7052.88,3834.05,3218.83
ORD-10673,2023-01-05,Standing Desk,Furniture,Central,SMB,Female,25-34,Partner,14,616.99,0.0,8637.86,4513.7,4124.16
ORD-10682,2023-01-05,Office Chair,Furniture,North,Startup,Male,25-34,Direct Sales,6,337.48,0.1,1822.39,1076.69,745.7
ORD-10967,2023-01-05,Planner 2024,Stationery,North,Enterprise,Male,35-44,Direct Sales,3,16.55,0.1,44.69,30.31,14.38
ORD-11357,2023-01-06,Notebook Set,Stationery,South,Enterprise,Female,18-24,Retail,11,13.1,0.15,122.48,77.16,45.32
ORD-11869,2023-01-07,Office Chair,Furniture,South,Startup,Female,45-54,Direct Sales,15,337.9,0.05,4815.07,2406.3,2408.77
ORD-11678,2023-01-08,Pen Collection,Stationery,West,Startup,Male,45-54,Partner,10,14.6,0.2,116.8,79.61,37.19
ORD-11310,2023-01-08,Monitor 27in,Electronics,South,Enterprise,Non-binary,35-44,Partner,15,518.2,0.15,6607.05,4536.74,2070.31
ORD-11809,2023-01-08,Pen Collection,Stationery,Central,Individual,Female,35-44,Partner,4,17.8,0.05,67.64,30.67,36.97
ORD-11595,2023-01-09,Ergonomic Pillow,Furniture,South,Startup,Female,35-44,Direct Sales,17,59.66,0.2,811.38,445.06,366.32
ORD-11579,2023-01-09,Wireless Mouse,Electronics,North,SMB,Non-binary,18-24,Partner,4,46.99,0.1,169.16,98.09,71.07
ORD-11127,2023-01-09,Wireless Mouse,Electronics,Central,Individual,Male,18-24,Online,3,31.5,0.2,75.6,45.86,29.74
ORD-10427,2023-01-10,Office Chair,Furniture,West,Startup,Female,25-34,Direct Sales,7,274.75,0.05,1827.09,929.47,897.62
ORD-11901,2023-01-10,Office Chair,Furniture,West,SMB,Male,18-24,Retail,1,226.41,0.0,226.41,104.46,121.95
ORD-11060,2023-01-13,Office Chair,Furniture,South,Enterprise,Male,18-24,Online,17,365.14,0.2,4965.9,2628.62,2337.28
ORD-10494,2023-01-13,Headphones Elite,Electronics,South,SMB,Female,18-24,Online,11,309.88,0.05,3238.25,2045.83,1192.42
ORD-10999,2023-01-15,Pen Collection,Stationery,East,Startup,Non-binary,18-24,Online,17,18.62,0.2,253.23,144.14,109.09
ORD-10830,2023-01-16,Office Chair,Furniture,Central,Enterprise,Female,55+,Retail,7,164.75,0.05,1095.59,714.65,380.94
ORD-11747,2023-01-16,Planner 2024,Stationery,South,Individual,Male,18-24,Direct Sales,14,16.62,0.0,232.68,147.98,84.7
ORD-11135,2023-01-17,Wireless Mouse,Electronics,South,Startup,Female,25-34,Partner,1,40.37,0.2,32.3,18.22,14.08
ORD-10690,2023-01-17,Planner 2024,Stationery,Central,Individual,Male,45-54,Direct Sales,14,27.61,0.0,386.54,177.85,208.69
ORD-11590,2023-01-18,Ergonomic Pillow,Furniture,West,Individual,Female,45-54,Retail,1,86.7,0.15,73.7,38.23,35.47
ORD-10376,2023-01-18,Standing Desk,Furniture,South,Startup,Female,25-34,Online,6,594.03,0.0,3564.18,1939.98,1624.2
ORD-11532,2023-01-18,Headphones Elite,Electronics,South,Startup,Female,35-44,Online,13,297.16,0.1,3476.77,1860.01,1616.76
ORD-11000,2023-01-19,Notebook Set,Stationery,South,SMB,Female,18-24,Retail,11,23.5,0.05,245.57,169.58,75.99
ORD-10251,2023-01-19,Office Chair,Furniture,Central,SMB,Female,35-44,Retail,11,360.5,0.2,3172.4,1470.1,1702.3
ORD-10432,2023-01-19,Standing Desk,Furniture,West,Enterprise,Female,35-44,Direct Sales,18,405.14,0.1,6563.27,3726.86,2836.41
ORD-10451,2023-01-20,Wireless Mouse,Electronics,West,Individual,Female,55+,Partner,11,25.68,0.0,282.48,195.6,86.88
